Loan Type,Encoded Value
"Payday Loan, Credit-Builder Loan, Credit-Builder Loan, Not Specified, and Auto Loan",390
"Debt Consolidation Loan, Credit-Builder Loan, Not Specified, and Payday Loan",925
"Home Equity Loan, Mortgage Loan, and Payday Loan",514
"Debt Consolidation Loan, Mortgage Loan, Auto Loan, Personal Loan, Personal Loan, and Debt Consolidation Loan",775
"Payday Loan, Debt Consolidation Loan, Debt Consolidation Loan, Mortgage Loan, and Personal Loan",633
"Student Loan, Student Loan, Credit-Builder Loan, Home Equity Loan, Home Equity Loan, Debt Consolidation Loan, Payday Loan, Student Loan, and Personal Loan",904
"Credit-Builder Loan, Credit-Builder Loan, Personal Loan, Student Loan, Personal Loan, and Payday Loan",564
"Personal Loan, Home Equity Loan, Credit-Builder Loan, and Personal Loan",601
"Personal Loan, Auto Loan, Payday Loan, and Debt Consolidation Loan",315
"Mortgage Loan, Auto Loan, and Student Loan",330
"Auto Loan, Mortgage Loan, Student Loan, Not Specified, Personal Loan, and Auto Loan",182
"Home Equity Loan, Credit-Builder Loan, Payday Loan, and Student Loan",662
"Auto Loan, Home Equity Loan, Payday Loan, Mortgage Loan, Debt Consolidation Loan, Home Equity Loan, Credit-Builder Loan, Personal Loan, and Credit-Builder Loan",820
"Payday Loan, Mortgage Loan, Mortgage Loan, Payday Loan, Auto Loan, and Home Equity Loan",393
"Student Loan, Mortgage Loan, Credit-Builder Loan, Payday Loan, Auto Loan, Student Loan, Auto Loan, and Auto Loan",570
"Mortgage Loan, Payday Loan, Personal Loan, Payday Loan, Not Specified, Not Specified, Not Specified, and Personal Loan",560
"Student Loan, Not Specified, Home Equity Loan, Debt Consolidation Loan, Not Specified, and Personal Loan",802
"Personal Loan, Payday Loan, Home Equity Loan, Payday Loan, and Credit-Builder Loan",643
"Debt Consolidation Loan, Not Specified, Home Equity Loan, Home Equity Loan, and Credit-Builder Loan",741
"Student Loan, Payday Loan, Mortgage Loan, and Mortgage Loan",607
"Home Equity Loan, Not Specified, Home Equity Loan, and Credit-Builder Loan",184
"Payday Loan, Not Specified, and Home Equity Loan",380
"Debt Consolidation Loan, Not Specified, Payday Loan, and Payday Loan",177
"Debt Consolidation Loan, Credit-Builder Loan, Debt Consolidation Loan, Student Loan, Payday Loan, and Home Equity Loan",603
"Mortgage Loan, Payday Loan, Payday Loan, and Debt Consolidation Loan",636
"Personal Loan, Debt Consolidation Loan, and Student Loan",273
"Debt Consolidation Loan, Debt Consolidation Loan, Student Loan, and Student Loan",219
"Debt Consolidation Loan, Home Equity Loan, and Credit-Builder Loan",771
"Student Loan, Personal Loan, Payday Loan, Credit-Builder Loan, Student Loan, and Auto Loan",598
"Payday Loan, Not Specified, Mortgage Loan, Mortgage Loan, Personal Loan, Auto Loan, and Not Specified",148
"Student Loan, Credit-Builder Loan, Debt Consolidation Loan, and Home Equity Loan",674
"Auto Loan, Mortgage Loan, Not Specified, Student Loan, Payday Loan, Payday Loan, and Payday Loan",340
"Mortgage Loan, Home Equity Loan, Personal Loan, and Credit-Builder Loan",484
"Payday Loan, Student Loan, Auto Loan, Auto Loan, Mortgage Loan, Not Specified, Student Loan, and Personal Loan",957
"Home Equity Loan, Not Specified, Student Loan, Payday Loan, Debt Consolidation Loan, and Student Loan",338
"Student Loan, Not Specified, Not Specified, Payday Loan, and Credit-Builder Loan",568
"Payday Loan, Home Equity Loan, Payday Loan, and Auto Loan",116
"Student Loan, Home Equity Loan, Mortgage Loan, Debt Consolidation Loan, Home Equity Loan, Mortgage Loan, Credit-Builder Loan, Auto Loan, and Student Loan",956
"Auto Loan, Mortgage Loan, Auto Loan, and Credit-Builder Loan",136
"Auto Loan, Home Equity Loan, Not Specified, Home Equity Loan, Credit-Builder Loan, Student Loan, Student Loan, and Home Equity Loan",726
"Not Specified, Not Specified, Personal Loan, and Not Specified",851
"Not Specified, Credit-Builder Loan, Home Equity Loan, Student Loan, Personal Loan, Payday Loan, and Home Equity Loan",476
"Auto Loan, Mortgage Loan, Student Loan, Payday Loan, and Mortgage Loan",845
"Not Specified, Home Equity Loan, Auto Loan, Student Loan, Auto Loan, Credit-Builder Loan, Not Specified, Credit-Builder Loan, and Auto Loan",891
"Payday Loan, Home Equity Loan, Auto Loan, Credit-Builder Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Student Loan",867
"Mortgage Loan, Mortgage Loan, Mortgage Loan, Student Loan, Not Specified, and Debt Consolidation Loan",920
"Debt Consolidation Loan, Student Loan, Not Specified, Credit-Builder Loan, and Auto Loan",219
"Credit-Builder Loan, Student Loan, Home Equity Loan, Credit-Builder Loan, Mortgage Loan, Payday Loan, Personal Loan, Credit-Builder Loan, and Debt Consolidation Loan",167
"Not Specified, Auto Loan, Home Equity Loan, Mortgage Loan, Credit-Builder Loan, Student Loan, and Student Loan",268
"Auto Loan, Not Specified, Auto Loan, and Payday Loan",894
"Student Loan, Mortgage Loan, Not Specified, Debt Consolidation Loan, Not Specified, Auto Loan, Mortgage Loan, Debt Consolidation Loan, and Debt Consolidation Loan",442
"Payday Loan, Auto Loan, Payday Loan, Auto Loan, Home Equity Loan, Auto Loan, and Student Loan",429
"Home Equity Loan, Home Equity Loan, Auto Loan, Credit-Builder Loan, Home Equity Loan, and Payday Loan",535
"Debt Consolidation Loan, Not Specified, Student Loan, and Home Equity Loan",225
"Debt Consolidation Loan, Student Loan, Payday Loan, Personal Loan, Auto Loan, and Auto Loan",707
"Personal Loan, Auto Loan, Mortgage Loan, Student Loan, Personal Loan, Student Loan, and Auto Loan",457
"Credit-Builder Loan, Auto Loan, Debt Consolidation Loan, Debt Consolidation Loan, Credit-Builder Loan, and Debt Consolidation Loan",449
"Payday Loan, Not Specified, Payday Loan, Mortgage Loan, Credit-Builder Loan, Mortgage Loan, and Credit-Builder Loan",763
"Not Specified, Student Loan, Personal Loan, Not Specified, Not Specified, and Debt Consolidation Loan",863
"Not Specified, Personal Loan, Auto Loan, Payday Loan, Not Specified, Student Loan, and Mortgage Loan",965
"Home Equity Loan, Credit-Builder Loan, and Payday Loan",600
"Mortgage Loan, Student Loan, Personal Loan, and Student Loan",461
"Debt Consolidation Loan, Home Equity Loan, Mortgage Loan, and Credit-Builder Loan",566
"Credit-Builder Loan, Not Specified, Credit-Builder Loan, Debt Consolidation Loan, Credit-Builder Loan, Not Specified, Student Loan, and Home Equity Loan",343
"Personal Loan, Not Specified, Home Equity Loan, Payday Loan, and Payday Loan",453
"Not Specified, Personal Loan, Home Equity Loan, Personal Loan, Home Equity Loan, Not Specified, and Home Equity Loan",662
"Student Loan, Not Specified, Not Specified, and Personal Loan",940
"Mortgage Loan, Student Loan, Mortgage Loan, Mortgage Loan, Debt Consolidation Loan, Debt Consolidation Loan, Auto Loan, Home Equity Loan, and Not Specified",339
"Personal Loan, Home Equity Loan, Personal Loan, and Personal Loan",681
"Not Specified, Payday Loan, Auto Loan, Not Specified, Not Specified, Not Specified, and Home Equity Loan",828
"Credit-Builder Loan, Personal Loan, Mortgage Loan, Auto Loan, and Auto Loan",216
"Not Specified, Auto Loan, and Auto Loan",572
"Student Loan, Mortgage Loan, Auto Loan, and Auto Loan",778
"Credit-Builder Loan, Debt Consolidation Loan, Personal Loan, Personal Loan, Personal Loan, Home Equity Loan, and Home Equity Loan",181
"Auto Loan, Home Equity Loan, Not Specified, and Student Loan",146
"Credit-Builder Loan, Home Equity Loan, Mortgage Loan, and Home Equity Loan",292
"Not Specified, Student Loan, Home Equity Loan, and Mortgage Loan",217
"Payday Loan, Credit-Builder Loan, Not Specified, and Mortgage Loan",281
"Payday Loan, Not Specified, Not Specified, Payday Loan, and Auto Loan",218
"Payday Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Home Equity Loan",465
"Personal Loan, Payday Loan, Student Loan, Mortgage Loan, and Not Specified",381
"Auto Loan, Student Loan, Not Specified, and Not Specified",760
"Student Loan, Auto Loan, Home Equity Loan, Credit-Builder Loan, Auto Loan, Credit-Builder Loan, Debt Consolidation Loan, and Personal Loan",722
"Payday Loan, Auto Loan, Payday Loan, Mortgage Loan, Student Loan, and Student Loan",794
"Home Equity Loan, Student Loan, Payday Loan, Not Specified, and Student Loan",609
"Credit-Builder Loan, Auto Loan, Personal Loan, and Payday Loan",545
"Credit-Builder Loan, Home Equity Loan, Home Equity Loan, and Payday Loan",987
"Payday Loan, Auto Loan, Not Specified, and Debt Consolidation Loan",638
"Payday Loan, Personal Loan, Home Equity Loan, Debt Consolidation Loan, Not Specified, Mortgage Loan, and Credit-Builder Loan",689
"Not Specified, Home Equity Loan, Mortgage Loan, Student Loan, and Mortgage Loan",635
"Student Loan, Credit-Builder Loan, and Student Loan",867
"Auto Loan, Personal Loan, Debt Consolidation Loan, and Home Equity Loan",917
"Credit-Builder Loan, Personal Loan, Mortgage Loan, Personal Loan, Credit-Builder Loan, Debt Consolidation Loan, and Auto Loan",215
"Debt Consolidation Loan, Debt Consolidation Loan, Auto Loan, Student Loan, Payday Loan, Credit-Builder Loan, and Debt Consolidation Loan",898
"Auto Loan, Personal Loan, Home Equity Loan, and Not Specified",603
"Mortgage Loan, Payday Loan, Home Equity Loan, Student Loan, Personal Loan, Auto Loan, Not Specified, and Not Specified",492
"Debt Consolidation Loan, Personal Loan, Mortgage Loan, and Mortgage Loan",405
"Auto Loan, Mortgage Loan, and Personal Loan",273
"Not Specified, Credit-Builder Loan, Auto Loan, Personal Loan, and Payday Loan",805
"Payday Loan, Mortgage Loan, Payday Loan, Mortgage Loan, Home Equity Loan, Home Equity Loan, Mortgage Loan, Not Specified, and Student Loan",251
"Mortgage Loan, Not Specified, Debt Consolidation Loan, Credit-Builder Loan, Personal Loan, Payday Loan, Payday Loan, and Credit-Builder Loan",326
"Student Loan, Debt Consolidation Loan, Payday Loan, Student Loan, Mortgage Loan, Student Loan, Not Specified, Auto Loan, and Credit-Builder Loan",348
"Auto Loan, Auto Loan, Auto Loan, Personal Loan, Student Loan, and Not Specified",664
"Debt Consolidation Loan, Payday Loan, Credit-Builder Loan, Mortgage Loan, Mortgage Loan, and Mortgage Loan",297
"Credit-Builder Loan, Student Loan, Credit-Builder Loan, Mortgage Loan, Credit-Builder Loan, and Not Specified",589
"Debt Consolidation Loan, Not Specified, Home Equity Loan, and Mortgage Loan",777
"Payday Loan, Debt Consolidation Loan, Student Loan, Student Loan, and Debt Consolidation Loan",191
"Mortgage Loan, Credit-Builder Loan, Personal Loan, Credit-Builder Loan, and Debt Consolidation Loan",338
"Personal Loan, Personal Loan, Payday Loan, and Payday Loan",383
"Credit-Builder Loan, Home Equity Loan, Auto Loan, Payday Loan, Not Specified, Debt Consolidation Loan, Student Loan, Debt Consolidation Loan, and Student Loan",111
"Credit-Builder Loan, Debt Consolidation Loan, Credit-Builder Loan, Auto Loan, Credit-Builder Loan, Mortgage Loan, and Mortgage Loan",412
"Mortgage Loan, Not Specified, Auto Loan, Student Loan, and Student Loan",257
"Personal Loan, Student Loan, Credit-Builder Loan, Credit-Builder Loan, Payday Loan, Debt Consolidation Loan, and Debt Consolidation Loan",975
"Home Equity Loan, Payday Loan, Payday Loan, and Personal Loan",471
"Student Loan, Not Specified, Mortgage Loan, and Auto Loan",732
"Auto Loan, Personal Loan, Not Specified, and Home Equity Loan",107
"Personal Loan, Credit-Builder Loan, Personal Loan, and Not Specified",191
"Not Specified, Payday Loan, Payday Loan, Credit-Builder Loan, Student Loan, Mortgage Loan, and Debt Consolidation Loan",818
"Personal Loan, Not Specified, and Debt Consolidation Loan",399
"Credit-Builder Loan, Auto Loan, Credit-Builder Loan, and Credit-Builder Loan",968
"Home Equity Loan, Student Loan, Home Equity Loan, Student Loan, Credit-Builder Loan, Not Specified, and Credit-Builder Loan",448
"Mortgage Loan, Auto Loan, Payday Loan, and Mortgage Loan",251
"Mortgage Loan, Auto Loan, Personal Loan, and Mortgage Loan",644
"Home Equity Loan, Mortgage Loan, Personal Loan, Mortgage Loan, and Student Loan",254
"Debt Consolidation Loan, Payday Loan, Not Specified, Mortgage Loan, Home Equity Loan, Payday Loan, and Credit-Builder Loan",504
"Credit-Builder Loan, Credit-Builder Loan, Credit-Builder Loan, Credit-Builder Loan, and Payday Loan",837
"Not Specified, Credit-Builder Loan, Debt Consolidation Loan, Not Specified, and Personal Loan",950
"Auto Loan, Mortgage Loan, Home Equity Loan, Home Equity Loan, and Student Loan",376
"Student Loan, Student Loan, Student Loan, Personal Loan, Personal Loan, Mortgage Loan, Mortgage Loan, and Credit-Builder Loan",360
"Debt Consolidation Loan, Personal Loan, Mortgage Loan, Credit-Builder Loan, and Home Equity Loan",642
"Personal Loan, Mortgage Loan, Not Specified, Personal Loan, Not Specified, Mortgage Loan, Not Specified, and Personal Loan",280
"Payday Loan, Credit-Builder Loan, Credit-Builder Loan, Not Specified, Debt Consolidation Loan, Mortgage Loan, and Credit-Builder Loan",189
"Not Specified, Mortgage Loan, Credit-Builder Loan, Credit-Builder Loan, Debt Consolidation Loan, Student Loan, and Home Equity Loan",213
"Mortgage Loan, Student Loan, Mortgage Loan, Personal Loan, and Credit-Builder Loan",741
"Personal Loan, Auto Loan, Student Loan, Payday Loan, Home Equity Loan, and Student Loan",892
"Home Equity Loan, Student Loan, Student Loan, Debt Consolidation Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Auto Loan",808
"Debt Consolidation Loan, Personal Loan, Personal Loan, Credit-Builder Loan, Payday Loan, and Auto Loan",963
"Personal Loan, Student Loan, Debt Consolidation Loan, Personal Loan, Not Specified, and Not Specified",600
"Student Loan, Home Equity Loan, Personal Loan, Debt Consolidation Loan, Home Equity Loan, and Mortgage Loan",681
"Auto Loan, Debt Consolidation Loan, Debt Consolidation Loan, Not Specified, and Personal Loan",401
"Auto Loan, Mortgage Loan, Not Specified, Not Specified, Mortgage Loan, Personal Loan, and Personal Loan",794
"Credit-Builder Loan, Mortgage Loan, Mortgage Loan, and Personal Loan",908
"Home Equity Loan, Credit-Builder Loan, Auto Loan, Payday Loan, and Credit-Builder Loan",396
"Personal Loan, Personal Loan, Credit-Builder Loan, Home Equity Loan, Payday Loan, Credit-Builder Loan, and Debt Consolidation Loan",170
"Payday Loan, Payday Loan, Payday Loan, Credit-Builder Loan, Debt Consolidation Loan, and Debt Consolidation Loan",617
"Debt Consolidation Loan, Personal Loan, Payday Loan, Mortgage Loan, Mortgage Loan, Home Equity Loan, Credit-Builder Loan, Not Specified, and Student Loan",947
"Debt Consolidation Loan, Student Loan, Mortgage Loan, Credit-Builder Loan, and Student Loan",385
"Mortgage Loan, Home Equity Loan, Not Specified, Home Equity Loan, Debt Consolidation Loan, Credit-Builder Loan, and Home Equity Loan",406
"Home Equity Loan, Payday Loan, Personal Loan, Mortgage Loan, Auto Loan, Not Specified, and Auto Loan",596
"Home Equity Loan, Credit-Builder Loan, Payday Loan, Not Specified, Debt Consolidation Loan, Home Equity Loan, Home Equity Loan, and Not Specified",349
"Home Equity Loan, Mortgage Loan, Home Equity Loan, and Debt Consolidation Loan",615
"Not Specified, Debt Consolidation Loan, Auto Loan, Auto Loan, Personal Loan, and Debt Consolidation Loan",303
"Payday Loan, Mortgage Loan, Credit-Builder Loan, Debt Consolidation Loan, Home Equity Loan, Personal Loan, and Home Equity Loan",239
"Home Equity Loan, Mortgage Loan, Auto Loan, Not Specified, and Auto Loan",591
"Debt Consolidation Loan, Credit-Builder Loan, Credit-Builder Loan, Credit-Builder Loan, Personal Loan, Mortgage Loan, and Credit-Builder Loan",753
"Payday Loan, Mortgage Loan, Not Specified, Auto Loan, Student Loan, Debt Consolidation Loan, Debt Consolidation Loan, Mortgage Loan, and Home Equity Loan",644
"Auto Loan, Auto Loan, Student Loan, Payday Loan, Personal Loan, and Student Loan",901
"Not Specified, Home Equity Loan, Not Specified, Student Loan, Student Loan, and Auto Loan",519
"Personal Loan, Auto Loan, Auto Loan, Personal Loan, and Student Loan",901
"Auto Loan, Credit-Builder Loan, Auto Loan, Auto Loan, Payday Loan, and Credit-Builder Loan",967
"Not Specified, Personal Loan, Home Equity Loan, and Debt Consolidation Loan",309
"Not Specified, Auto Loan, Payday Loan, and Student Loan",330
"Personal Loan, Credit-Builder Loan, Debt Consolidation Loan, Payday Loan, and Student Loan",836
"Student Loan, Not Specified, Credit-Builder Loan, and Credit-Builder Loan",966
"Credit-Builder Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Debt Consolidation Loan",685
"Personal Loan, Home Equity Loan, Auto Loan, Mortgage Loan, Student Loan, Credit-Builder Loan, and Home Equity Loan",797
"Personal Loan, Student Loan, Home Equity Loan, Payday Loan, and Mortgage Loan",364
"Payday Loan, Mortgage Loan, Credit-Builder Loan, Payday Loan, Not Specified, and Not Specified",863
"Payday Loan, Student Loan, Auto Loan, Debt Consolidation Loan, Student Loan, Mortgage Loan, Student Loan, and Student Loan",307
"Home Equity Loan, Debt Consolidation Loan, Not Specified, and Personal Loan",676
"Credit-Builder Loan, Credit-Builder Loan, Auto Loan, and Student Loan",352
"Not Specified, Not Specified, Not Specified, Payday Loan, Payday Loan, and Personal Loan",245
